Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,Latitud,Longitud,Fecha,Hora,Estacion,Marea
52.05,52.11087596,21.21073339,48506.43685,52483.95047,34.46606372,1525.04982,1024.258179,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
52.35,52.41034028,21.06742985,48476.67067,52614.90692,34.55783247,1524.771169,1024.368396,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
52.65,52.70977526,20.9381208,48435.42193,52718.11416,34.62949242,1524.506747,1024.459386,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
52.95,53.00918732,20.82497903,48376.94732,52784.47294,34.67443749,1524.255407,1024.525561,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
53.25,53.30859038,20.76872065,48286.38046,52750.41532,34.6472698,1524.077588,1024.521396,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
53.55,53.60799097,20.725914,48257.20898,52767.89982,34.65855171,1523.97884,1024.542845,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
53.85,53.90737758,20.60489615,48201.16912,52846.48491,34.71205982,1523.713894,1024.61748,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
54.15,54.20674795,20.51464658,48128.33174,52871.25723,34.72693204,1523.489068,1024.654342,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
54.45,54.50610827,20.46641836,48109.1325,52906.22644,34.75082552,1523.388784,1024.686769,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
54.75,54.80545868,20.42584705,48106.34766,52950.41345,34.7817838,1523.317201,1024.722516,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
55.05,55.10480268,20.40595353,48089.39466,52954.94414,34.78427386,1523.270468,1024.73104,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
55.35,55.40414432,20.39586735,48085.86035,52962.81706,34.78959346,1523.253753,1024.739096,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
55.65,55.70348274,20.37402827,48075.51395,52976.90748,34.79905287,1523.209412,1024.753444,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
55.95,56.00281756,20.34957284,48055.46613,52983.37241,34.8027884,1523.151473,1024.764127,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
56.25,56.30215138,20.34075085,48035.24931,52971.38712,34.79351341,1523.121912,1024.760722,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
56.55,56.60148345,20.32393932,48034.43359,52990.13536,34.80658863,1523.09533,1024.776476,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
56.85,56.90081101,20.28985002,48008.34383,53001.21749,34.81335009,1523.014196,1024.792022,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
57.15,57.20013409,20.25275515,47977.9167,53011.0449,34.81906246,1522.923536,1024.807559,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
57.45,57.49945669,20.25098364,47954.21024,52986.92579,34.8011108,1522.903625,1024.795659,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
57.75,57.79877666,20.21021623,47942.2723,53021.503,34.82491227,1522.822935,1024.825946,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
58.05,58.09809073,20.13780101,47852.95515,53007.62785,34.81175013,1522.613519,1024.836445,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
58.35,58.39739918,20.07779375,47810.36957,53030.95559,34.82646293,1522.469169,1024.864865,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
58.65,58.69670564,20.05825942,47757.26716,52995.01998,34.79910002,1522.389553,1024.850482,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
58.95,58.99601133,20.03150225,47748.97852,53017.30581,34.81434558,1522.337543,1024.870487,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
59.25,59.29530982,19.97658464,47715.82171,53045.18128,34.83256866,1522.21077,1024.900191,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
59.55,59.59459988,19.90059561,47650.44698,53062.15466,34.84187506,1522.015286,1024.928621,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
59.85,59.89388277,19.83376303,47586.42728,53069.85635,34.84468904,1521.837597,1024.94965,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
60.15,60.19316189,19.77981307,47515.68887,53054.80932,34.83125379,1521.677283,1024.95487,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
60.45,60.49243632,19.73981785,47500.1381,53084.85861,34.85160331,1521.593549,1024.982183,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
60.75,60.79170424,19.7075119,47480.19141,53100.9101,34.86195569,1521.519975,1024.999847,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
61.05,61.09096761,19.67331021,47451.50009,53109.45156,34.86668768,1521.434728,1025.013711,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
61.35,61.390227,19.62685683,47405.32263,53112.99742,34.86720651,1521.310389,1025.027549,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
61.65,61.68948553,19.61781134,47378.41413,53093.61071,34.85243288,1521.273497,1025.019948,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
61.95,61.98874249,19.58367749,47357.66779,53110.99314,34.86365614,1521.195493,1025.038722,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
62.25,62.28799347,19.54572367,47337.49426,53133.60112,34.87855246,1521.110819,1025.061286,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
62.55,62.58723847,19.49063301,47287.02148,53142.67103,34.88271688,1520.965875,1025.080104,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
62.85,62.88648061,19.45909204,47242.02147,53129.76413,34.87171757,1520.869892,1025.081212,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
63.15,63.18572267,19.44653862,47222.16053,53122.42753,34.86565361,1520.832782,1025.081153,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
63.45,63.48496201,19.40635681,47193.26172,53137.95716,34.87519828,1520.735447,1025.100169,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
63.75,63.78419759,19.38057276,47165.97817,53138.09088,34.87403939,1520.666532,1025.107275,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
64.05,64.0834294,19.35474205,47157.65625,53159.65562,34.88865092,1520.615163,1025.126427,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
64.35,64.38265829,19.33736936,47133.10567,53152.79904,34.88271416,1520.564501,1025.1277,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
64.65,64.68188507,19.32281532,47131.89481,53168.88657,34.89379331,1520.540902,1025.141232,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
64.95,64.98110841,19.31017542,47128.59961,53180.33518,34.90154219,1520.518946,1025.151727,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
65.25,65.28032867,19.30548569,47137.24367,53195.71937,34.91254728,1520.523084,1025.162652,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
65.55,65.57954673,19.29041589,47121.22086,53195.73086,34.91176392,1520.484657,1025.167259,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
65.85,65.87876197,19.26898084,47112.59461,53211.74525,34.92247039,1520.441157,1025.182279,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
66.15,66.17797702,19.26332182,47081.84061,53183.80849,34.90153751,1520.406614,1025.169068,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
66.45,66.47719254,19.24387125,47068.60938,53192.23663,34.90674522,1520.362493,1025.179373,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
66.75,66.77640629,19.21112537,47023.8418,53181.00523,34.89686871,1520.263755,1025.181583,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
67.05,67.07562,19.19999342,47003.73599,53171.65496,34.88936607,1520.228801,1025.180032,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
67.35,67.3748323,19.18492815,46998.82277,53184.22451,34.89781446,1520.200654,1025.191674,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
67.65,67.67404137,19.15709002,46974.71753,53190.45879,34.90100695,1520.130385,1025.202585,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
67.95,67.97324778,19.14196872,46963.45609,53195.92381,34.90421846,1520.096138,1025.210237,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
68.25,68.27245084,19.12377739,46960.53906,53214.54989,34.9169713,1520.063913,1025.225964,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
68.55,68.57164836,19.1028223,46964.48242,53244.30498,34.93778333,1520.032904,1025.248553,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
68.85,68.87084277,19.08730888,46939.36914,53234.55925,34.92977418,1519.984845,1025.24773,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
69.15,69.17003553,19.06947708,46931.81348,53247.52707,34.93837118,1519.948894,1025.260184,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
69.45,69.46922536,19.04479599,46907.74805,53250.04577,34.93895183,1519.884422,1025.268267,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
69.75,69.76841279,19.01850319,46882.45898,53253.12719,34.93986549,1519.815696,1025.277013,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
70.05,70.06759949,19.00116837,46850.8067,53238.13939,34.92790341,1519.757893,1025.273624,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
70.35,70.36678686,18.97349382,46808.64133,53223.70053,34.91585135,1519.670521,1025.272808,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
70.65,70.66597279,18.94104307,46778.43118,53228.63081,34.91781674,1519.585284,1025.283913,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
70.95,70.9651563,18.91760035,46752.77649,53227.83589,34.91599578,1519.521389,1025.289819,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
71.25,71.26433604,18.89770222,46754.49023,53253.91521,34.93411336,1519.490063,1025.310051,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
71.55,71.56351164,18.87880707,46739.44531,53259.70376,34.93734782,1519.444781,1025.318653,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
71.85,71.8626848,18.86535263,46731.89063,53267.42842,34.94226815,1519.416913,1025.327155,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
72.15,72.16185554,18.8469162,46717.33398,53273.22653,34.94552685,1519.372923,1025.335654,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
72.45,72.4610245,18.83125305,46699.76758,53272.2251,34.94391594,1519.331338,1025.339723,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
72.75,72.76019127,18.7989254,46670.11523,53277.69438,34.94624639,1519.246523,1025.351041,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
73.05,73.05935668,18.77900045,46637.81711,53265.05474,34.93585907,1519.18277,1025.349479,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
73.35,73.35852194,18.76567078,46621.78711,53262.96419,34.93355442,1519.146999,1025.352417,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
73.65,73.65768466,18.74482962,46613.88812,53279.31156,34.94443873,1519.104596,1025.36734,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
73.95,73.95684416,18.72242027,46592.24747,53281.87139,34.94510014,1519.046117,1025.374844,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
74.25,74.25600157,18.69965172,46569.66016,53283.78869,34.94526709,1518.986011,1025.382057,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
74.55,74.55515599,18.6786849,46559.63362,53297.88857,34.95448003,1518.941261,1025.395724,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
74.85,74.85430826,18.64959937,46519.29489,53287.19572,34.94504762,1518.852086,1025.397189,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
75.15,75.15346023,18.62854385,46489.46484,53278.72619,34.93764966,1518.788221,1025.398172,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
75.45,75.45260979,18.60019796,46472.60301,53294.02754,34.94735989,1518.722704,1025.414073,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
75.75,75.75175363,18.55955852,46450.76012,53318.67642,34.96331117,1518.628806,1025.437841,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
76.05,76.05089253,18.52852249,46421.78809,53323.41351,34.9650986,1518.546435,1025.448347,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
76.35,76.35002869,18.51240886,46410.69984,53330.4189,34.96931276,1518.509759,1025.456943,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
76.65,76.64916369,18.4768942,46358.88246,53314.39068,34.95558987,1518.396795,1025.456702,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
76.95,76.94829411,18.43173569,46343.6312,53352.26703,34.98098801,1518.30018,1025.488793,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
77.25,77.24741729,18.38561262,46305.0555,53364.52882,34.98748593,1518.179224,1025.506655,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
77.55,77.54653432,18.34752178,46288.37891,53392.18599,35.00570726,1518.094653,1025.531457,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
77.85,77.84564666,18.29134661,46220.13767,53382.65183,34.99561603,1517.925465,1025.539112,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
78.15,78.14475868,18.27316101,46185.2834,53364.81357,34.98142613,1517.861625,1025.534116,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
78.45,78.44387019,18.24334335,46155.59375,53367.28173,34.98153841,1517.780216,1025.542963,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
78.75,78.74298154,18.1940998,46074.09748,53333.78597,34.95417201,1517.6111,1025.535619,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
79.05,79.04209008,18.1450863,46045.69525,53361.45921,34.97174798,1517.493466,1025.562587,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
79.35,79.34119252,18.11555048,46026.29223,53375.51268,34.98035746,1517.422228,1025.577835,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
79.65,79.64028895,18.06076813,45989.03125,53400.15198,34.99535311,1517.284564,1025.60423,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
79.95,79.9393791,18.02624955,45965.50585,53415.65478,35.00473006,1517.199472,1025.621282,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
80.25,80.2384649,18.00844193,45959.26563,53430.51686,35.01455208,1517.163621,1025.634529,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
80.55,80.53754693,17.9708832,45925.22327,53437.60688,35.01756264,1517.062275,1025.647445,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
80.85,80.83662483,17.93601036,45899.32617,53450.85138,35.02523273,1516.97398,1025.663255,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
81.15,81.13569803,17.87132856,45833.84954,53455.13083,35.02462536,1516.788833,1025.680069,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
81.45,81.43476789,17.83295791,45789.02672,53450.69423,35.0190798,1516.674972,1025.686591,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
81.75,81.7338357,17.813331,45772.12662,53455.46066,35.02135084,1516.624936,1025.694477,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
82.05,82.03289936,17.77602291,45750.93359,53477.31098,35.03515324,1516.536054,1025.715537,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
82.35,82.33195994,17.74995422,45713.74805,53466.42924,35.02555216,1516.45347,1025.715903,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
82.65,82.63102033,17.73003674,45686.5293,53459.50154,35.01920496,1516.392637,1025.717246,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
82.95,82.93007914,17.69437811,45650.7644,53462.26649,35.0190608,1516.292488,1025.727194,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
83.25,83.22913466,17.65714911,45617.37368,53469.78716,35.02230601,1516.191473,1025.740112,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
83.55,83.52818602,17.61734232,45585.31313,53482.11626,35.02891807,1516.086584,1025.756228,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
83.85,83.82723449,17.59617988,45560.47498,53479.53162,35.02566495,1516.02539,1025.760222,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
84.15,84.12628044,17.57286198,45547.54406,53493.63649,35.03453256,1515.971617,1025.774026,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
84.45,84.42532316,17.54972666,45527.04476,53498.63364,35.03671998,1515.910724,1025.782662,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
84.75,84.72436384,17.52705375,45502.86887,53498.73182,35.03533406,1515.847079,1025.788443,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
85.05,85.02340036,17.49098776,45486.64065,53525.04502,35.05238688,1515.764793,1025.811608,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
85.35,85.32243048,17.44044637,45447.56479,53542.75069,35.0622391,1515.63129,1025.832764,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
85.65,85.62145612,17.39843405,45403.28748,53543.5901,35.06020587,1515.509334,1025.84272,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
85.95,85.92047657,17.34278617,45364.66172,53568.34756,35.07487879,1515.365811,1025.868769,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
86.25,86.21949168,17.24946076,45252.09325,53553.45659,35.05810822,1515.073901,1025.879782,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
86.55,86.51850471,17.17573766,45155.33795,53532.36299,35.03794478,1514.835934,1025.883399,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
86.85,86.81751644,17.05127523,44993.06389,53497.85903,35.00470621,1514.430645,1025.889094,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
87.15,87.11651812,16.93429269,44927.85909,53569.35363,35.04953077,1514.136059,1025.952753,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
87.45,87.41550633,16.90367453,44928.01803,53608.68532,35.07627113,1514.079687,1025.981889,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
87.75,87.71448682,16.88517422,44937.38606,53643.54679,35.10051349,1514.056845,1026.006218,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
88.05,88.01346169,16.86718706,44932.92244,53661.26266,35.11221523,1514.021139,1026.0208,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
88.35,88.3124335,16.85833068,44929.2818,53668.26754,35.11665708,1514.004564,1026.027637,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
88.65,88.61140331,16.85417939,44932.63987,53677.60223,35.12311392,1514.00446,1026.0349,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
88.95,88.91037077,16.85455675,44945.09698,53691.99971,35.13357897,1514.022586,1026.044162,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
89.25,89.20933862,16.8529129,44923.79688,53668.66218,35.11624413,1514.002724,1026.03257,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
89.55,89.50830778,16.84602619,44917.21094,53669.62533,35.1163838,1513.987132,1026.035636,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
89.85,89.80727621,16.83635389,44905.65145,53668.21828,35.11460283,1513.960944,1026.03789,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
90.15,90.10624233,16.81899826,44901.26883,53685.25156,35.12583588,1513.926541,1026.051956,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
90.45,90.40520571,16.81792172,44905.59801,53691.80983,35.1304571,1513.933582,1026.057079,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
90.75,90.70416853,16.82450231,44911.26125,53690.13231,35.12954327,1513.957338,1026.056135,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
91.05,91.00313157,16.8270498,44912.73383,53688.6226,35.12848744,1513.96878,1026.056039,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
91.35,91.30209515,16.82143953,44898.48484,53678.78934,35.12079369,1513.948028,1026.052789,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
91.65,91.60105798,16.81054038,44894.92012,53688.51935,35.12709437,1513.927401,1026.061535,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
91.95,91.90002026,16.8198513,44898.94967,53681.38369,35.12235895,1513.955,1026.057008,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
92.25,92.19898141,16.80827361,44900.34419,53697.91708,35.13360247,1513.938002,1026.069709,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
92.55,92.49794038,16.79778114,44888.18695,53696.8539,35.13201553,1513.909535,1026.072304,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
92.85,92.79689811,16.7913092,44886.99967,53703.74909,35.13652732,1513.900185,1026.078624,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
93.15,93.09585609,16.78905128,44870.77855,53687.24244,35.12416106,1513.884157,1026.07099,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
93.45,93.39481415,16.76716173,44850.46388,53691.06018,35.12539676,1513.824536,1026.078453,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
93.75,93.69377029,16.75952165,44847.39822,53697.21257,35.12928434,1513.810928,1026.08457,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
94.05,93.99272482,16.74664827,44836.09922,53700.23831,35.13053203,1513.778489,1026.0899,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
94.35,94.291678,16.74194732,44834.32556,53704.16145,35.13297911,1513.772089,1026.094214,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
94.65,94.59062946,16.73640225,44836.72999,53714.17704,35.13983569,1513.768204,1026.102112,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
94.95,94.88958126,16.7226615,44801.7512,53689.94881,35.12104594,1513.710102,1026.092265,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
95.25,95.18853308,16.71354189,44802.61858,53702.72644,35.12968706,1513.69746,1026.102378,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
95.55,95.48748349,16.69719439,44778.63874,53695.026,35.12283539,1513.645167,1026.102309,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
95.85,95.78643597,16.67057687,44720.60571,53659.69117,35.09504356,1513.537723,1026.08859,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
96.15,96.08538619,16.64437795,44727.39478,53701.60029,35.12387824,1513.496574,1026.118237,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
96.45,96.38433151,16.63161375,44714.75842,53702.88874,35.12384591,1513.462876,1026.122547,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
96.75,96.68327445,16.62501042,44722.49025,53720.69556,35.13633249,1513.462218,1026.135014,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
97.05,96.98221613,16.63221139,44725.28502,53714.76019,35.13235212,1513.484424,1026.131579,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
97.35,97.28115776,16.62598585,44721.27699,53717.97938,35.13417435,1513.472648,1026.135769,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
97.65,97.58009869,16.61836597,44710.6823,53715.08619,35.13142285,1513.451387,1026.136776,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
97.95,97.87903729,16.61129762,44722.01954,53737.83335,35.14749716,1513.45344,1026.152106,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
98.25,98.17797454,16.60922051,44709.06641,53724.9507,35.13779935,1513.440975,1026.146472,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
98.55,98.47691182,16.60350719,44708.1861,53731.27065,35.14192684,1513.433391,1026.15231,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
98.85,98.775849,16.60354614,44699.38281,53720.64037,35.13402309,1513.429398,1026.147553,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
99.15,99.07478635,16.60443115,44704.57031,53725.73194,35.13769711,1513.441284,1026.151487,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
99.45,99.37372173,16.60164261,44713.74609,53740.36131,35.14811147,1513.449791,1026.161462,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
99.75,99.67265735,16.60037613,44693.64063,53717.83237,35.13140035,1513.431713,1026.150251,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
100.05,99.97159442,16.59850647,44691.81852,53718.05663,35.13132117,1513.430935,1026.151953,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
100.35,100.2705306,16.6147412,44718.93264,53729.67769,35.14081911,1513.496022,1026.156736,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
100.65,100.5694659,16.61337419,44717.97611,53730.29342,35.14106102,1513.497139,1026.158566,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
100.95,100.8684009,16.589438,44683.67587,53719.98038,35.13176527,1513.418898,1026.158396,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
101.25,101.1673359,16.57944107,44670.95313,53717.59694,35.12922322,1513.390647,1026.160122,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
101.55,101.4662685,16.56776047,44674.0625,53736.43179,35.14211202,1513.375033,1026.174092,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
101.85,101.7651993,16.56551314,44668.86405,53733.08384,35.13938902,1513.370063,1026.173851,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
102.15,102.0641276,16.56619792,44693.5064,53761.84092,35.16038974,1513.401279,1026.191137,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
102.45,102.3630566,16.57149506,44666.71875,53722.77168,35.13200689,1513.38967,1026.169417,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
102.75,102.6619855,16.56148529,44686.0625,53758.98165,35.15773934,1513.393894,1026.192854,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
103.05,102.9609121,16.56527991,44677.00295,53743.17584,35.1462998,1513.397221,1026.184498,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
103.35,103.2598395,16.56677055,44683.09766,53748.57977,35.15024396,1513.411258,1026.188497,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
103.65,103.5587662,16.58787637,44711.66242,53755.64506,35.15674049,1513.4877,1026.189831,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
103.95,103.8576919,16.5887812,44719.27915,53763.63272,35.16253832,1513.50209,1026.19539,2.7845499,-78.4007636,02/05/2021,  14:43:49,G01,Baja
