Pressure,Depth,Temperature,Conductivity,Specific_conductance,Salinity,Sound_velocity,Density,Latitud,Longitud,Fecha,Hora,Estacion,Marea
0.15,0.151094589,27.45516215,41137.23703,39211.81,24.96526772,1529.525752,1015.042057,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
0.45,0.453278511,27.47050903,41182.96242,39243.91357,24.98788073,1529.590133,1015.055525,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
0.75,0.755405429,27.53772404,42022.13867,39992.34781,25.51779332,1530.308193,1015.432693,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
1.05,1.057350522,27.58048324,43750.39614,41603.26556,26.66370619,1531.617728,1016.278905,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
1.35,1.359153861,27.6032303,43993.61755,41816.46003,26.81579482,1531.835035,1016.387011,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
1.65,1.66084015,27.61074298,45338.23956,43088.38556,27.72618078,1532.815734,1017.068152,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
1.95,1.962385225,27.601484,45852.3776,43584.68062,28.08252808,1533.174936,1017.339484,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
2.25,2.263859036,27.61311726,46276.91544,43978.4961,28.36572025,1533.504822,1017.549421,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
2.55,2.565232032,27.63933866,47231.39669,44863.21246,29.00349678,1534.241434,1018.020667,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
2.85,2.86650016,27.66418526,47728.33808,45313.84834,29.32909748,1534.645964,1018.258288,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
3.15,3.167710638,27.68355177,48051.40877,45603.80532,29.5388542,1534.915937,1018.410769,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
3.45,3.468867531,27.69535481,48474.81059,45995.3356,29.82247325,1535.246553,1018.621071,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
3.75,3.769969499,27.70520439,48800.62707,46295.83325,30.04040219,1535.503527,1018.782731,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
4.05,4.071033274,27.70827344,48991.02767,46473.75494,30.16951565,1535.651579,1018.879922,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
4.35,4.372056957,27.72467003,49351.58502,46801.227,30.40743133,1535.944394,1019.05451,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
4.65,4.673033817,27.74925265,49663.39203,47074.9722,30.60651159,1536.214704,1019.197348,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
4.95,4.973966285,27.75921569,49982.00221,47368.02997,30.81986376,1536.467049,1019.355574,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
5.25,5.274853335,27.78338459,50306.59444,47653.81647,31.02813196,1536.745989,1019.505445,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
5.55,5.575699312,27.80400489,50585.10164,47898.92523,31.20691426,1536.985804,1019.634321,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
5.85,5.876512577,27.81298352,50776.55865,48072.04144,31.33325684,1537.14417,1019.727571,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
6.15,6.177302705,27.83150244,50926.76076,48197.34288,31.42472727,1537.28718,1019.79158,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
6.45,6.478075028,27.83441162,51038.96875,48300.87739,31.50032684,1537.378429,1019.848689,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
6.75,6.778827621,27.86191273,51228.6582,48455.16891,31.61307522,1537.56393,1019.92578,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
7.05,7.079565766,27.8784256,51293.52734,48501.37534,31.64679334,1537.641491,1019.94707,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
7.35,7.380297575,27.89619522,51361.93644,48549.74562,31.68209956,1537.723512,1019.969145,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
7.65,7.681021646,27.91292657,51445.5375,48613.39264,31.72859289,1537.814967,1019.999949,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
7.95,7.981738699,27.92267897,51491.83353,48648.17365,31.75396698,1537.868554,1020.017145,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
8.25,8.28245054,27.93393432,51543.1336,48686.28627,31.78178264,1537.928061,1020.035688,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
8.55,8.583155012,27.94691728,51622.83574,48749.61414,31.82806524,1538.010863,1020.067535,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
8.85,8.883850449,27.95912424,51697.45448,48808.82682,31.87134416,1538.088752,1020.097376,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
9.15,9.184535986,27.97574042,51794.32017,48884.9422,31.92701338,1538.189506,1020.135093,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
9.45,9.48521311,27.98964201,51852.27144,48926.79916,31.9575939,1538.257762,1020.154849,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
9.75,9.785884959,27.99414063,51888.76367,48957.07625,31.97969675,1538.296123,1020.171278,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
10.05,10.08654898,28.00764137,51979.46345,49030.16066,32.03317409,1538.38757,1020.20835,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
10.35,10.38720399,28.01139638,52030.35793,49074.69099,32.06573456,1538.435277,1020.232869,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
10.65,10.68785301,28.00364544,52047.21459,49097.7688,32.08257579,1538.44081,1020.249309,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
10.95,10.98849721,28.00617786,52081.07734,49127.36538,32.10419359,1538.474273,1020.266009,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
11.25,11.28913635,28.01304348,52124.54848,49162.0034,32.12950884,1538.521276,1020.284083,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
11.55,11.5897716,28.01020241,52134.30273,49173.83859,32.13810735,1538.529066,1020.292747,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
11.85,11.89040336,27.99708452,52140.63092,49191.98046,32.15133575,1538.518847,1020.308211,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
12.15,12.19103079,27.99344826,52159.85938,49213.49817,32.16703697,1538.532344,1020.322465,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
12.45,12.49165345,27.99651337,52198.10938,49246.73913,32.19133645,1538.569821,1020.341007,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
12.75,12.79227263,28.00221443,52215.48828,49257.83653,32.19939267,1538.59606,1020.346501,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
13.05,13.09288972,27.99466517,52218.44043,49267.6388,32.20650388,1538.591799,1020.355572,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
13.35,13.39350569,27.9968057,52217.45849,49264.72247,32.20428112,1538.599285,1020.3545,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
13.65,13.69412055,27.99813175,52234.50781,49279.57466,32.21509408,1538.618686,1020.363479,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
13.95,13.99473403,27.99051082,52221.39528,49274.28937,32.21113662,1538.602608,1020.364263,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
14.25,14.29534617,27.97965622,52218.3125,49281.47541,32.2163293,1538.588958,1020.372962,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
14.55,14.595957,27.97736979,52213.36133,49278.92942,32.21437953,1538.586871,1020.373527,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
14.85,14.89656746,27.97229576,52207.40039,49278.0232,32.21363348,1538.579839,1020.375898,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
15.15,15.19717812,27.96804523,52191.69922,49267.15625,32.20557985,1538.566944,1020.372515,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
15.45,15.4977883,27.95929178,52188.8861,49272.64352,32.20952478,1538.556648,1020.379597,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
15.75,15.79839745,27.95253717,52176.22914,49266.97749,32.205287,1538.542185,1020.379888,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
16.05,16.09900581,27.94630543,52174.37417,49271.02444,32.20817436,1538.53639,1020.385359,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
16.35,16.39961306,27.94390115,52172.73275,49271.71178,32.20859636,1538.536532,1020.387743,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
16.65,16.70021959,27.94109917,52171.50977,49273.1645,32.20957989,1538.536379,1020.390677,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
16.95,17.00082533,27.93091393,52158.25781,49270.12774,32.20727093,1538.516284,1020.393524,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
17.25,17.30143115,27.9337706,52154.72507,49264.13184,32.20278948,1538.522996,1020.390526,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
17.55,17.60203681,27.93472503,52162.42697,49270.51849,32.20739179,1538.535034,1020.394963,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
17.85,17.9026408,27.92206677,52153.76796,49274.12244,32.20995432,1538.514548,1020.402266,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
18.15,18.20324386,27.91532978,52139.39568,49266.8154,32.20451192,1538.498836,1020.401645,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
18.45,18.50384751,27.91738677,52134.62188,49260.3897,32.19971552,1538.503434,1020.398669,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
18.75,18.80445144,27.91786615,52135.82222,49261.07761,32.20013744,1538.510008,1020.400121,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
19.05,19.10505478,27.91874886,52140.58203,49264.75319,32.20275095,1538.519792,1020.403088,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
19.35,19.40565717,27.91666623,52142.31946,49268.33375,32.20529497,1538.522883,1020.406961,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
19.65,19.70625805,27.90639386,52136.44666,49272.34957,32.20815862,1538.508026,1020.413718,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
19.95,20.00685643,27.90295543,52148.89104,49287.31355,32.2190533,1538.516888,1020.424298,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
20.25,20.30745303,27.90121637,52147.44946,49287.57128,32.21915967,1538.518176,1020.426229,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
20.55,20.60804821,27.90086651,52160.03516,49299.7928,32.22804282,1538.531815,1020.434302,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
20.85,20.90864249,27.90143511,52155.62536,49295.09497,32.22451366,1538.534426,1020.432759,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
21.15,21.20923569,27.89848709,52166.32617,49307.95665,32.23386661,1538.542758,1020.442023,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
21.45,21.50982785,27.89048994,52147.55838,49297.67,32.22623702,1538.521914,1020.440166,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
21.75,21.81042008,27.88449272,52138.98492,49295.15463,32.22430866,1538.511543,1020.441943,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
22.05,22.11101096,27.88784052,52157.00732,49309.07257,32.23443661,1538.534756,1020.449757,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
22.35,22.41160054,27.89085362,52162.15105,49311.1261,32.23586057,1538.548047,1020.451144,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
22.65,22.71218857,27.88695549,52171.8433,49323.92384,32.24516675,1538.554206,1020.46068,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
22.95,23.01277676,27.89673615,52165.48438,49308.79311,32.23398373,1538.569327,1020.450415,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
23.25,23.31336443,27.89087302,52181.0574,49328.98099,32.24871175,1538.576812,1020.464656,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
23.55,23.61394815,27.86853716,52167.62543,49337.11828,32.25459698,1538.538164,1020.477574,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
23.85,23.91452848,27.86409377,52178.26551,49351.32885,32.26493997,1538.544193,1020.488064,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
24.15,24.21510307,27.83017862,52176.94574,49381.76162,32.28718017,1538.496846,1020.516993,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
24.45,24.51566994,27.79950281,52171.00646,49404.8274,32.30401317,1538.450985,1020.540812,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
24.75,24.81621794,27.71238203,52229.35349,49541.82631,32.40444039,1538.366651,1020.645576,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
25.05,25.11674609,27.68215228,52236.62421,49577.15465,32.43027203,1538.331088,1020.675991,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
25.35,25.41726171,27.63076017,52256.95029,49644.87509,32.47986998,1538.272973,1020.731053,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
25.65,25.71775795,27.55957716,52287.26546,49740.9495,32.55027228,1538.192101,1020.808083,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
25.95,26.01823171,27.4852069,52310.51785,49833.58258,32.61814252,1538.101089,1020.884206,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
26.25,26.31868531,27.41309547,52308.86523,49900.56851,32.66716421,1537.994958,1020.945413,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
26.55,26.61912502,27.38691277,52328.32793,49944.08447,32.69901574,1537.974433,1020.979013,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
26.85,26.91955566,27.36188568,52339.84715,49978.95556,32.72451566,1537.949774,1021.007467,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
27.15,27.21998095,27.35054144,52335.03577,49985.19053,32.72899118,1537.933854,1021.015745,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
27.45,27.52039982,27.31910305,52350.1114,50029.63388,32.76151458,1537.902035,1021.05152,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
27.75,27.8208057,27.26023383,52353.58368,50089.31252,32.8051771,1537.819652,1021.104412,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
28.05,28.12119949,27.21860313,52340.75781,50116.96471,32.82532383,1537.751391,1021.134115,2.7690579,-78.3201118,30/04/2021,  12:45:38,S03,Baja
